Trans,GP#,Status,Inv Status,Pkg ID,GTD Bal,Orig Fee,Note DT,Loan Age,Matures,Orig Mos,Mat Mos,Paid To,Sell Ratio,Sell Value,Borrower,Street Addr,City/State,NAICS,Gross Cpn,NetCpn,Adjust,Pays,Net Cap,Net Flr,Basis,Orig Lender,Cert,NAICS PRE,GEO
320395.11,314 393 9104,Actual,Long Maturity,402,97950,1.53,44964,4,54132,301,297,45053,2.8,4196.178,5411 Capital LLC / 5411 Fitness LLC,15904 East 23rd Street South Lot 2,"Independence, MO 64055",713940,2.25,-0.425,Q,M,,,365/365,KeyBank - East,412062,71,MO
320396.11,152 028 9107,Actual,Long Maturity,402,1121603.03,1.53,44964,4,54132,301,297,45053,2.8,48049.47381,5411 Capital LLC / 5411 Fitness LLC,15904 East 23rd Street South Lot 2,"Independence, MO 64055",713940,2.25,-0.425,Q,M,,,365/365,KeyBank - East,412058,71,MO
320449.11,481 319 9101,Actual,Long Maturity,402,441115.16,1.73,44971,4,54132,301,297,45058,2.8,21367.61835,Modeb Lodging LLC,331 N Haskell Ave,"Willcox, AZ 85643",721110,3,-0.425,Q,M,,,365/365,Celtic Bank,412088,72,AZ
320468.11,486 276 9102,Actual,Long Maturity,402,798815.52,0.73,44983,4,54132,301,297,45048,2.8,16327.78923,Williston Lodging Group LLC dba Fairbridge Williston,1525 9th Avenue NW,"Williston, ND 58801",721110,2,-0.425,Q,M,,,365/365,"First Western SBLC, Inc",412090,72,ND
320478.11,485 826 9102,Actual,Long Maturity,402,1761554.51,0.23,44985,4,54132,301,297,45050,2.8,11344.41104,QNV Real Estate Holdings LLC and Vizcay Landscapes LLC,4026 Pacheco Blvd,"Martinez, CA 94553",561730,1.5,-0.425,Q,M,,,365/365,Live Oak Banking Co.,412089,56,CA
320542.11,479 173 9106,Actual,Long Maturity,402,480101.78,0.23,44963,4,54132,301,297,45054,2.8,3091.855463,"Fermin Monreal, Andy's Automotive Repair Inc., Fast N Easy Smogs Corp",510 E Pleasant Valley Rd,"Port Hueneme, CA 93041",811198,1.5,-0.425,Q,M,,,365/365,Open Bank,413888,81,CA
320627.11,474 106 9108,Actual,Long Maturity,402,1230458.85,0.73,44985,4,54132,301,297,45072,2.8,25150.57889,PARIYANA 15 LLC,225 N Craig St,"Buffalo, TX 75831",721110,2,-0.425,Q,M,,,365/365,Celtic Bank,413887,72,TX
321071.11,471 976 9110,Actual,Long Maturity,402,1873450.37,0.73,44959,4,54193,303,299,45057,2.8,38293.32556,"TMD 23 LLC, Dandridge Dental PC & Michelle Dandridge",502 Healthwest Dr,"Dothan, AL 36303",621210,1.75,-0.675,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,415321,62,AL
320482.11,470 973 9108,Actual,Long Maturity,402,900749.99,1.48,44987,3,54163,301,298,45049,2.8,37327.07959,Arna LLC,207 US Hwy 77 S,"Halletsville, TX 77964",721110,2.75,-0.425,Q,M,,,365/365,"Home Loan Investment Bank, FSB",412085,72,TX
320527.11,491 828 9100,Actual,Long Maturity,402,1513500,0.98,45001,3,54163,301,298,45039,2.8,41530.44,DMDS Group LLC,27002 Meines St.,"Highland, CA 92346",238210,2.25,-0.425,Q,M,,,365/365,"VelocitySBA, LLC",412091,23,CA
320530.11,488 812 9107,Actual,Long Maturity,402,823953.29,0.73,45006,3,54163,301,298,45068,2.8,16841.60525,"Gangnam Group, Inc.",6005 Buford Hwy,"Norcross, GA 30071",812199,2,-0.425,Q,M,,,365/365,PromiseOne Bank,413891,81,GA
320531.11,491 447 9101,Actual,Long Maturity,402,3053399.62,0.23,45007,3,54163,301,298,45046,2.8,19663.89355,"Shreereva Hospitality, LLC",9459 State Route 14,"Streetsboro, OH 44241",721110,1.5,-0.425,Q,M,,,365/365,"Home Loan Investment Bank, FSB",413896,72,OH
320541.11,487 477 9102,Actual,Long Maturity,402,2113158,1.23,44986,3,54163,301,298,45048,2.8,72777.16152,Specialty Machine Works Inc.,12511 Glascock Drive,"Gulfport, MS 39503",811310,2.5,-0.425,Q,M,,,365/365,Peoples Bank ,413890,81,MS
320563.11,484 275 9102,Actual,Long Maturity,402,531748.46,0.48,45002,3,54163,301,298,45045,2.8,7146.699302,Greco Research LLC,24004 LA Hwy 333,"Abbeville, LA 70510",445110,1.75,-0.425,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,413889,44,LA
320576.11,491 265 9103,Actual,Long Maturity,402,2322897.96,0.23,45015,3,54163,301,298,45046,2.8,14959.46286,D&S Concepts Group LLC and 360 Concepts Group 2 LLC,465 Herricks Rd ,"New Hyde Park, NY 11040",713950,1.5,-0.425,Q,M,,,30/360,Hanover Community Bank  ,413895,71,NY
320613.11,489 748 9101,Actual,Long Maturity,402,1638289.8,0.23,44998,3,54163,301,298,45061,2.8,10550.58631,Prasla & Momin LLC & Riyaz K Prasla & Babcock Grocery LLC,6392 Babcock Rd.,"San Antonio, TX 78240",457110,1.5,-0.425,Q,M,,,365/365,Wallis State Bank,413892,45,TX
320641.11,495 230 9108,Actual,Long Maturity,402,1116000,1.23,45016,3,54163,301,298,45048,2.8,38435.04,Arcadia Buildings LLC / Arcadia Plant Services LLC and United Living T,4339 Crawford Ave.,"Cincinnati, OH 45223",459310,2.5,-0.425,Q,M,,,365/365,First Commonwealth Bank,413900,45,OH
320643.11,490 911 9104,Actual,Long Maturity,402,492150,0.98,45015,3,54163,301,298,45073,2.8,13504.596,"Twortz, Inc. dba Red Creek Bar and Grill",1820 North Ridge Road,"Painsville, OH 44077",722511,2.25,-0.425,Q,M,,,365/365,KeyBank - East,413894,72,OH
320664.11,494 438 9110,Actual,Long Maturity,402,697500,0.48,45013,3,54193,302,299,45059,2.8,9374.4,"Dad's Place, Inc.",8100 Horseshoe Bar Rd.,"Loomis, CA 95650",623312,1.75,-0.425,Q,M,,,365/365,Pinnacle Bank,413899,62,CA
320932.11,493 518 9107,Actual,Long Maturity,402,2422500,0.23,45015,3,54163,301,298,45042,2.8,15600.9,MARUTI 3 Lodging LLC ,2100 State Hwy 35 N,"Port Lavaca, TX 77979",721110,1.5,-0.425,Q,M,,,365/365,Wallis State Bank,413898,72,TX
320965.11,493 456 9101,Actual,Long Maturity,402,263250,1.03,45015,3,54163,301,298,45051,2.8,7592.13,SMC Ashton RE LLC,771 Indian Trail S. ,"Afton, MN 55001",623220,1.75,-0.425,Q,M,,,365/365,Live Oak Banking Co.,413897,62,MN
320966.11,492 945 9109,Actual,Long Maturity,402,1275000,0.48,45014,3,54163,301,298,45050,2.8,17136,VF Lakeside Properties LLC,2215 Solona Street,"Haltom City, TX 76117",238330,1.5,-0.675,Q,M,,,365/365,Live Oak Banking Co.,415325,23,TX
320968.11,490 006 9106,Actual,Long Maturity,402,150000,1.78,45001,3,54163,301,298,45051,2.8,7476,Jatt Holdings LLC,721 E Sample Street,"South Bend, IN 46601",238220,2.5,-0.425,Q,M,,,365/365,Live Oak Banking Co.,413893,23,IN
321227.11,484 364 9106,Actual,Long Maturity,402,1272000,0.48,44993,3,54224,303,300,45076,2.8,17095.68,"Jai Shree Maa Khodal, LLC. dba Days Inn of Richmond, KY",2109 Belmont Dr.,"Richmond, KY 40475",721110,2,-0.175,Q,M,,,365/365,"First Western SBLC, Inc",415564,72,KY
321241.11,486 263 9109,Actual,Long Maturity,402,487301.47,1.48,45015,3,54163,301,298,45076,2.8,20193.77292,"Gino S. Sobrito dba Gino's Tire & Automotive, LLC",336 West Big Bear Boulevard,"Big Bear City, CA 92314",811111,3,-0.175,Q,M,,,365/365,First Business Bank,415565,81,CA
321269.11,417 877 9109,Actual,Long Maturity,402,3602248.06,0.98,45016,3,54163,301,298,45086,2.8,98845.68677,1814 Central LLC and OTR Still House Holdings LLC,1820 Central Pkwy,"Cincinnati, OH 45214",312140,2.5,-0.175,Q,M,,,365/365,"Wright-Patt Credit Union, Inc.",415560,31,OH
321069.11,497 209 9103,Actual,Long Maturity,402,1485135.38,0.98,45028,2,54193,301,299,45058,2.8,40752.11483,209 E Spicer Ave LLC,208 E. Spicer Ave,"Wildwood, NJ 08260",721110,2,-0.675,Q,M,,,365/365,Celtic Bank,415330,72,NJ
321070.11,497 219 9109,Actual,Long Maturity,402,381943.49,0.98,45030,2,54193,301,299,45058,2.8,10480.52937,Keep-It-Super-Clean Car Wash LLC,20690 Telegraph Road,"Romulus, MI 48174",811192,2,-0.675,Q,M,,,365/365,Celtic Bank,415331,81,MI
321132.11,494 510 9109,Actual,Long Maturity,402,2353500,0.23,45023,2,54193,301,299,45076,2.8,15156.54,Pandiecue LLC,2707 NE Blakeley St.,"Seattle, WA 98105",236118,1.25,-0.675,Q,M,,,365/365,HomeStreet Bank,415326,23,WA
321178.11,498 796 9107,Actual,Long Maturity,402,237525,1.28,45044,2,54193,301,299,45084,2.8,8512.896,"Bella Vitta Beauty Salon, LLC",54 Park St. SE,"Marietta, GA 30060",812112,1.75,-0.675,Q,M,,,365/365,Georgia’s Own Credit Union,415332,81,GA
321218.11,475 598 9103,Actual,Long Maturity,402,1769515.93,1.23,45022,2,54193,301,299,45071,2.8,60942.12863,Poche's RV Park and Fish-N-Camp,1080 Sawmill Hwy,"Breaux Bridge, LA 70517",721211,2.75,-0.175,Q,M,,,365/365,b1BANK,415563,72,LA
321294.11,497 043 9105,Actual,Long Maturity,402,412500,1.48,45042,2,54193,301,299,45084,2.8,17094,Aruna Walia,1824 Ficus St,"Ceres, CA 95307",445320,2.5,-0.675,Q,M,,,365/365,Celtic Bank,415329,44,CA
321349.11,495 585 9104,Actual,Long Maturity,402,1644199.67,0.98,45027,2,54193,301,299,45089,2.8,45116.83894,"Spell Brothers Lumber, Inc.",1321 Martin Lane,"Bossier City, LA 71111",444180,2.5,-0.175,Q,M,,,365/365,ByLine Bank,415566,44,LA
321168.11,474 052 9102,Actual,Long Maturity,402,318750,1.28,45054,1,54224,301,300,45076,2.8,11424,Kingdom Kids CDC LLC,301 S Sunnylane Rd,"Oklahoma City, OK 73115",624410,1.75,-0.675,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,415322,62,OK
321181.11,500 824 9105,Actual,Long Maturity,402,312525,1.03,45056,1,54224,301,300,45065,2.8,9013.221,"Aaron Darling Studios, LLC",20308 Dawn Drive,"Lago Vista, TX 78645",611610,1.5,-0.675,Q,M,,,365/365,Security State Bank & Trust,415333,61,TX
321189.11,494 653 9100,Actual,Long Maturity,402,285000,2.53,45058,1,54224,301,300,45077,2.8,20189.4,Creative Hearts Childcare LLC,23705 Plymouth Rd,"Redford, MI 48239",624410,3,-0.675,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,415327,62,MI
321219.11,495 996 9110,Actual,Long Maturity,402,2524500,0.73,45062,1,54224,301,300,45071,2.8,51600.78,2021 Prime LLC,2034 Reed Creek Highway,"Hartwell, GA 30643",457110,1.75,-0.675,Q,M,,,365/365,Cogent Bank,415328,45,GA
321237.11,501 174 9103,Actual,Long Maturity,402,1884096.28,0.98,45047,1,54224,301,300,45083,2.8,51699.60192,"Om Shree Hari Enterprise Inc,",3501-3509 3453 & 3457 N Central Ave,"Chicago, IL 60634",445320,2,-0.675,Q,M,,,365/365,ByLine Bank,415334,44,IL
321261.11,504 772 9110,Actual,Long Maturity,402,418875,1.48,45064,1,54224,301,300,45077,2.8,17358.18,KMB Massage LLC,3807 General Electric Rd Suite 3,"Bloomington, IL 61704",621399,2.5,-0.675,Q,M,,,365/365,Berkshire Bank,415336,62,IL
321267.11,487 313 9107,Actual,Long Maturity,402,190000,2.02,45056,1,54224,301,300,45084,2.8,10746.4,Beane Holdings LLC dba North Java County Store Corp.,4172 Route 98,"Java, NY 14113",457110,2.49,-0.675,Q,M,,,365/365,KeyBank - East,415324,45,NY
321278.11,503 775 9104,Actual,Long Maturity,402,496500,1.73,45065,1,54224,301,300,45085,2.8,24050.46,Infinitive Performance Automotive LLC dba RPM Auto Repair & Service,3324 Grand Blvd.,"Holiday, FL 34690",811111,2.75,-0.675,Q,M,,,365/365,American Momentum Bank,415335,81,FL
321293.11,502 694 9107,Actual,Long Maturity,402,3683250,0.48,45054,1,54224,301,300,45082,2.8,49502.88,CF OPCO LLC,305 Taylor St,"Butler, KY 41006",623110,2,-0.175,Q,M,,,365/365,Celtic Bank,415568,62,KY
321295.11,506 289 9102,Actual,Long Maturity,402,390000,1.48,45065,1,54224,301,300,45090,2.8,16161.6,"Magee Won LLC and The Wilkins Company, Inc.",3255 W 38th St,"Erie, PA 16506",541990,3,-0.175,Q,M,,,365/365,Northwest Bank,415572,54,PA
321334.11,428 531 9106,Actual,Long Maturity,402,518250,1.29,45056,1,54224,301,300,45084,2.8,18719.19,"Royal Spirits & Wine, Inc.",3030 Rochester Rd.,"Royal Oak, MI 48073",445310,2.75,-0.175,Q,M,,,365/365,First Internet Bank of Indiana,415562,44,MI
321350.11,500 315 9103,Actual,Long Maturity,402,194905.39,0.53,45058,1,54224,301,300,45089,2.8,2892.395988,"Avensis Energy Services, LLC",6055 US Hwy 83,"Carrizo Springs, TX 78834",484220,1.5,-0.175,Q,M,,,365/365,Veritex Community Bank,415567,48,TX
321354.11,508 344 9106,Actual,Long Maturity,402,3750000,0.73,45077,1,54224,301,300,45089,2.8,76650,The Loft Partnership LLC,552 Caren Franzini Way,"Oceanport, NJ 07757",722320,2.25,-0.175,Q,M,,,365/365,Hometown Bank,415575,72,NJ
321355.11,504 229 9102,Actual,Long Maturity,402,414000,1.23,45069,1,54224,301,300,45086,2.8,14258.16,Varsha Hospitality LLC dba Royal Inn,368 E Jefferson St,"Quincy, FL 32351",721110,2.75,-0.175,Q,M,,,30/360,Dogwood State Bank,415571,72,FL
321356.11,503 071 9100,Actual,Long Maturity,402,1485000,1.23,45072,1,54224,301,300,45089,2.8,51143.4,Barnum Bay Beach & Marina LLC EPC Barnum Bay Enterprises LLC OC,1735 Archer Lane,"Nekoosa, WI 54457",722511,2.75,-0.175,Q,M,,,30/360,Hanover Community Bank  ,415569,72,WI
321373.11,507 286 9108,Actual,Long Maturity,402,262500,1.28,45071,1,54224,301,300,45086,2.8,9408,"SarylsProperties, LLC",476 WY - 24,"Kent, WA 98031",721211,2.25,-0.175,Q,M,,,365/365,"ReadyCap Lending, LLC",415574,72,WA
321374.11,506 684 9106,Actual,Long Maturity,402,141750,1.78,45076,1,54224,301,300,45086,2.8,7064.82,Beehive Beauty Spa LLC,111 West Market St.,"Bolivar, TN 38008",812112,2.75,-0.175,Q,M,,,365/365,"ReadyCap Lending, LLC",415573,81,TN
321375.11,503 215 9102,Actual,Long Maturity,402,2085000,0.23,45056,1,54224,301,300,45086,2.8,13427.4,"Sukhtan, Inc.",135 S Bridge St. ,"Sheridan, OR 97378",445110,1.75,-0.175,Q,M,,,365/365,"ReadyCap Lending, LLC",415570,44,OR
319796.11,444 779 8902,Tentative,Available,925,386295.97,4.155,44316,26,48167,126,101,45054,2.8,44941.67315,"FM Knoxville, LLC",419 S Gay Street,"Knoxville, TN 37902",722513,2.75,1.625,Q,M,,,365/365,ByLine Bank,0,72,TN
319429.11,998 508 9004,Tentative,Available,925,436149.92,4.155,44364,24,48228,126,103,45046,2.8,50741.68169,Sub Exploration Technology Corp. dba Firehouse Subs Universal Studios ,10966 Cartwright Drive,"Chatsworth, CA 91311",722513,2.75,1.625,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,0,72,CA
320379.11,981 473 8803,Tentative,Available,925,336537.25,4.155,44356,24,48228,126,103,45051,2.8,39152.74367,Wellness 360 LLC,"4223 Providence Road, Suite B5","Charlotte, NC 28211",812990,2.75,1.625,Q,M,,,365/365,First Savings Bank,0,81,NC
321547.11,774 645 9001,Tentative,Available,925,77100.69,4.155,44357,24,48228,126,103,45078,2.8,8969.894275,Adee's LLC,1625 Front Street,"Baltimoore, MD 21231",722515,2.75,1.625,Q,M,,,30/360,"Fulton Bank, N.A. (PA)",0,72,MD
317678.11,113 650 9107,Tentative,Available,925,836899.39,4.155,44406,23,48259,126,104,45051,2.8,97364.87503,Cordero & Associates,800 S Dogulas RD  #350,"Coral Gables, FL 33134",541110,2.75,1.625,Q,M,,,365/365,First Home Bank,0,54,FL
318462.11,122 182 9103,Tentative,Available,925,1387283.61,4.155,44400,23,48259,126,104,45064,2.8,161396.5752,Break Rock Brewing LLC,552 Victory Road,"Quincy, MA 02171",312120,2.75,1.625,Q,M,,,30/360,"Blue Ridge Bank, NA",0,31,MA
318975.11,724 400 9006,Tentative,Available,925,180397.53,4.155,44391,23,48259,126,104,45051,2.8,20987.44864,J&Z Dieter Inc.,"974 South Point Rd., Ste E & F","Belmont, NC  28012",713940,2.75,1.625,Q,M,,,365/365,United Community Bank,0,71,NC
320412.11,116 907 9105,Tentative,Available,925,1021540.64,4.155,44398,23,48259,126,104,45046,2.8,118846.0381,LuxView LLC,17012 Ayers Rd.,"Brooksville, FL 34604",332321,2.75,1.625,Q,M,,,30/360,Primis Bank,0,33,FL
320658.11,722 738 8910,Tentative,Available,925,261255.74,3.655,44393,23,48259,126,104,45062,2.8,26736.91243,Jami Holdings LLC dba Rock and Roll Daycare,54 Concord Ave #102,"Cambridge, MA 02138",624410,2.25,1.125,Q,M,,,365/365,SouthState Bank (Formerly CenterStat,0,62,MA
